"player_id","player_name","team_name","start_year","end_year","pitches","catcher_blocking_runs","blocks_above_average","n_pbwp","x_pbwp","blocks_above_average_per_game","freq_pbwp_easy","freq_pbwp_medium","freq_pbwp_tough","diff_pbwp_easy","diff_pbwp_medium","diff_pbwp_tough"
607732,"Stallings, Jacob","BAL",2025,,1486,-1,-4,21,16.911406432678078,-0.1100563544366602,0.9434724091520863,0.040376850605652694,0.016150740242261093,-2.0028297271080424,0.49719001993984835,-2.5829538601537316
687221,"Rushing, Dalton","LAD",2025,,1330,-1,-4,16,11.7340583202548,-0.12829899788707383,0.9541353383458638,0.0360902255639098,0.00977443609022557,-1.6204737130468587,-2.5074010646211016,-0.1380669020772429
682626,"Alvarez, Francisco","NYM",2025,,2917,-1,-5,33,27.73527344098987,-0.07219371352773592,0.9430922180322254,0.046280425094275005,0.010627356873500174,-6.064959412726114,2.262157117921254,-1.4619242642052885
681351,"O'Hoppe, Logan","LAA",2025,,4091,-1,-6,48,42.078574769846504,-0.05789709342609125,0.9464678562698611,0.03935468100708873,0.014177462723050604,-0.05557041308519098,3.0879003929158952,-8.953755209984196
660688,"Ruiz, Keibert","WSH",2025,,2770,-2,-6,27,20.53792576845027,-0.09331515135811896,0.9631768953068598,0.02779783393501805,0.009025270758122757,3.6486266236258564,-3.2581015500106747,-6.852599305164918
657136,"Wong, Connor","BOS",2025,,2127,-1,-6,22,16.074037237795817,-0.11144264715005486,0.9642689233662435,0.028208744710860354,0.007522331922896096,-3.9177308855336825,-1.8312681118491856,-0.17696376482129794
691019,"Teel, Kyle","CWS",2025,,2515,-2,-7,27,19.985394590021134,-0.11156430075513071,0.9578528827037777,0.03538767395626249,0.006759443339960237,-5.500367667111824,-0.43264332387175597,-1.0815944189952722
455117,"Maldonado, Martín","SD",2025,,1806,-2,-9,25,16.42067056681085,-0.19001837061327007,0.9545957918050948,0.03875968992248059,0.006644518272425254,-5.848725206189108,-2.8245138790786855,0.09390965207866356
521692,"Perez, Salvador","KC",2025,,3365,-4,-15,40,25.126266962644397,-0.1768051475465748,0.9580980683506681,0.03536404160475482,0.006537890044576524,-0.47116594562506314,-7.90027541729039,-6.502291674440173
682663,"Ramírez, Agustín","MIA",2025,,2692,-7,-28,53,25.27036413084499,-0.4120302506560927,0.9476225854383359,0.041233283803863346,0.011144130757800894,-20.73327057011528,-1.3036103377788557,-5.69275496126088
