"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Walker, Jordan",691023,"STL","SI","Sinker",0.3,1,"308",20,"77","0.314","0.386","0.358",19.1,23.4,28.1,"0.293","0.406","0.333",64.2
"Carter, Evan",694497,"TEX","FF","4-Seam Fastball",0.3,1,"253",30.8,"77","0.258","0.439","0.355",15.5,14.3,17.2,"0.235","0.406","0.332",41.8
"Guerrero Jr., Vladimir",665489,"TOR","CH","Changeup",-0.3,-1,"289",11.6,"77","0.239","0.324","0.281",25.6,19.5,15.6,"0.27","0.408","0.323",44.6
"Olson, Matt",621566,"ATL","CH","Changeup",1.4,4,"282",8.9,"77","0.261","0.362","0.316",21.5,22.1,15.9,"0.227","0.391","0.308",48.1
"Witt Jr., Bobby",677951,"KC","FC","Cutter",1,3,"287",11.4,"77","0.348","0.58","0.41",22.1,6.5,7.5,"0.302","0.563","0.4",47
"France, Ty",664034,"TOR","SL","Slider",-1.1,-3,"262",14,"76","0.227","0.4","0.284",27.3,21.1,16.5,"0.252","0.557","0.341",52.5
"Langford, Wyatt",694671,"TEX","SL","Slider",0.4,1,"318",13.6,"76","0.254","0.365","0.336",29.3,23.7,17.8,"0.246","0.434","0.375",37.5
"Naylor, Josh",647304,"SEA","CH","Changeup",1.7,4,"247",12.3,"76","0.282","0.423","0.345",19.4,9.2,11.5,"0.303","0.453","0.347",46.2
"Schneider, Davis",676914,"TOR","FF","4-Seam Fastball",1.1,4,"334",33,"76","0.233","0.433","0.394",23.9,21.1,13.1,"0.176","0.395","0.335",40.9
"Marte, Ketel",606466,"AZ","SL","Slider",1,3,"306",14.6,"76","0.212","0.439","0.341",22.1,18.4,14.9,"0.246","0.496","0.363",50
"Arenado, Nolan",571448,"STL","SL","Slider",-1.3,-4,"303",19.1,"76","0.197","0.348","0.275",31.8,19.7,16.3,"0.234","0.352","0.297",28.3
"Duran, Jarren",680776,"BOS","CH","Changeup",-0.2,-1,"257",9.8,"76","0.243","0.311","0.261",36.4,25,25.3,"0.23","0.348","0.254",37.5
"O'Hoppe, Logan",681351,"LAA","SL","Slider",-3.3,-11,"333",18.9,"76","0.137","0.178","0.151",43.6,38.2,25.2,"0.174","0.286","0.216",40
"Vientos, Mark",668901,"NYM","SL","Slider",-0.3,-1,"321",18.2,"76","0.197","0.424","0.332",37.9,23.7,19.6,"0.238","0.487","0.36",49
"Bellinger, Cody",641355,"NYY","CH","Changeup",1.3,4,"318",12.3,"75","0.324","0.408","0.354",15.2,12,8.7,"0.231","0.301","0.257",27.4
"Herrera, Iván",671056,"STL","SL","Slider",1.7,5,"303",16.7,"75","0.262","0.508","0.387",31.1,18.7,13.7,"0.283","0.592","0.411",60.8
"Reynolds, Bryan",668804,"PIT","SI","Sinker",1.1,3,"301",11.4,"75","0.286","0.476","0.394",21.3,22.7,20.5,"0.282","0.491","0.388",59.6
"Smith, Will",669257,"LAD","SI","Sinker",-0.9,-2,"285",14.8,"75","0.313","0.418","0.341",10.4,12,13.8,"0.325","0.494","0.371",55
"Henderson, Gunnar",683002,"BAL","CH","Changeup",0.7,2,"307",12.3,"75","0.264","0.431","0.308",34.4,29.3,22.7,"0.25","0.362","0.284",41.2
"Bell, Josh",605137,"WSH","SL","Slider",1.2,3,"244",11.6,"75","0.279","0.475","0.389",30.8,16,13.3,"0.226","0.511","0.38",60
"Keith, Colt",690993,"DET","CH","Changeup",-0.3,-1,"294",16.1,"75","0.206","0.338","0.267",35.3,22.7,16,"0.209","0.323","0.263",21.2
"Acuña Jr., Ronald",660670,"ATL","SI","Sinker",1.9,6,"333",19.1,"75","0.391","0.578","0.46",18.3,13.3,15.4,"0.354","0.588","0.445",46.3
"Scott II, Victor",687363,"STL","SL","Slider",-1.4,-4,"257",15.1,"75","0.197","0.273","0.239",36.7,33.3,28.4,"0.209","0.278","0.248",13.3
"Conforto, Michael",624424,"LAD","SI","Sinker",-2,-6,"284",13.9,"75","0.183","0.25","0.286",16.8,21.3,18.6,"0.263","0.376","0.359",40
"Guerrero Jr., Vladimir",665489,"TOR","FC","Cutter",0.5,1,"253",10.1,"74","0.27","0.413","0.365",19.3,8.1,10.9,"0.352","0.592","0.443",49.2
"Freeman, Freddie",518692,"LAD","SL","Slider",0,0,"315",13.2,"74","0.231","0.415","0.317",38.9,28.4,26.3,"0.229","0.419","0.331",37.8
"McMahon, Ryan",641857,"NYY","SI","Sinker",-1.6,-5,"309",12.4,"74","0.227","0.318","0.287",17.1,18.9,23.3,"0.277","0.419","0.342",57.7
"Edwards, Xavier",669364,"MIA","CH","Changeup",-0.8,-2,"286",12.7,"74","0.236","0.264","0.216",19.1,12.2,8.5,"0.242","0.288","0.241",16.9
"Urías, Ramón",602104,"HOU","SI","Sinker",-0.7,-2,"272",18.1,"74","0.333","0.424","0.353",13.4,10.8,16.7,"0.264","0.385","0.309",50
"Soderstrom, Tyler",691016,"ATH","CU","Curveball",1.1,3,"253",11.4,"74","0.273","0.439","0.339",46.3,36.5,32.1,"0.238","0.403","0.31",62.5
"Raley, Luke",670042,"SEA","FF","4-Seam Fastball",-0.9,-2,"258",31.1,"74","0.203","0.271","0.309",35.3,27,23.5,"0.218","0.398","0.34",41.5
"Thaiss, Matt",642136,"TB","FF","4-Seam Fastball",-0.2,-1,"352",45.8,"74","0.182","0.236","0.323",32.3,21.6,14.5,"0.182","0.282","0.32",40
"Hays, Austin",669720,"CIN","SI","Sinker",1.8,5,"264",16.9,"74","0.352","0.62","0.449",15.9,8.1,12.2,"0.31","0.554","0.382",30.8
"Caminero, Junior",691406,"TB","CH","Changeup",-0.4,-1,"247",9.9,"73","0.211","0.408","0.286",26.6,15.1,14.1,"0.233","0.45","0.298",43.3
"García, Adolis",666969,"TEX","SL","Slider",-0.5,-1,"269",12.5,"73","0.232","0.377","0.286",36.9,32.9,27.3,"0.198","0.328","0.249",35.6
"Lowe, Nathaniel",663993,"BOS","SL","Slider",-1.1,-3,"295",11.3,"73","0.164","0.299","0.238",30.6,28.8,18.9,"0.175","0.292","0.24",37
"Turner, Justin",457759,"CHC","FF","4-Seam Fastball",-1.3,-5,"370",46.2,"73","0.215","0.354","0.284",20.1,27.4,16,"0.193","0.387","0.287",34.8
"Frazier, Adam",624428,"KC","SL","Slider",-1.1,-3,"249",13.5,"73","0.235","0.294","0.255",23.8,31.5,23.7,"0.232","0.291","0.257",17.4
"Stott, Bryson",681082,"PHI","SL","Slider",0.9,3,"280",11.4,"73","0.235","0.456","0.315",23.8,21.9,15.1,"0.273","0.515","0.354",28.3
"Frelick, Sal",686217,"MIL","SL","Slider",1.1,3,"260",11.3,"73","0.284","0.418","0.348",14.4,16.4,14.1,"0.3","0.391","0.334",30.9
"Aranda, Jonathan",666018,"TB","SI","Sinker",0.4,1,"263",15.3,"73","0.313","0.438","0.372",17.6,21.9,23.2,"0.324","0.52","0.4",62.5
"Busch, Michael",683737,"CHC","CU","Curveball",1.2,3,"283",12.2,"73","0.235","0.5","0.325",31,30.1,21.6,"0.224","0.435","0.307",34
"Marsee, Jakob",805300,"MIA","FF","4-Seam Fastball",-0.3,-1,"308",35,"73","0.19","0.379","0.336",13,26,21.1,"0.2","0.391","0.338",47.5
"Murphy, Sean",669221,"ATL","SI","Sinker",0.8,2,"281",20.7,"73","0.3","0.45","0.409",18.5,13.7,16.4,"0.259","0.44","0.37",32
"Sánchez, Jesús",660821,"HOU","CH","Changeup",-0.4,-1,"255",13.2,"73","0.217","0.348","0.268",30.9,24.7,23.1,"0.205","0.347","0.261",41.2
"Wells, Austin",669224,"NYY","SL","Slider",-1.3,-4,"299",16.7,"73","0.138","0.354","0.247",41.3,39.7,27.1,"0.149","0.325","0.244",37.8
"Wood, James",695578,"WSH","CU","Curveball",0,0,"364",12.6,"73","0.197","0.318","0.279",46,43.8,27.4,"0.175","0.28","0.242",47.1
"Williamson, Ben",810938,"SEA","FF","4-Seam Fastball",-1.3,-5,"386",31.7,"73","0.238","0.27","0.297",18.1,23.3,12.2,"0.219","0.3","0.283",46.8
"Moore, Dylan",664238,"TEX","FF","4-Seam Fastball",-1.7,-6,"340",33.7,"72","0.103","0.207","0.222",44.6,43.1,26.1,"0.099","0.215","0.223",27.6
"Grisham, Trent",663757,"NYY","CH","Changeup",0.3,1,"258",10.8,"72","0.197","0.47","0.325",30.1,25,19.8,"0.208","0.418","0.301",33.3
"Schuemann, Max",680474,"ATH","FF","4-Seam Fastball",-1.5,-4,"270",32.2,"72","0.169","0.254","0.279",28.4,23.6,19.5,"0.193","0.275","0.283",37.2
"Waters, Drew",671221,"KC","FF","4-Seam Fastball",0.7,2,"276",34.8,"72","0.313","0.422","0.392",29.4,22.2,19.3,"0.286","0.405","0.344",27.1
"Goldschmidt, Paul",502671,"NYY","SL","Slider",0,0,"341",16.3,"72","0.246","0.362","0.273",33.3,31.9,20.9,"0.271","0.43","0.318",39.1
"Narváez, Carlos",665966,"BOS","SI","Sinker",-1.6,-5,"312",17.1,"72","0.21","0.323","0.296",14.5,19.4,20,"0.203","0.309","0.274",44
"García Jr., Luis",671277,"WSH","SL","Slider",-0.6,-2,"281",15.3,"72","0.25","0.382","0.277",35.6,27.8,21.1,"0.273","0.475","0.324",56
"Happ, Ian",664023,"CHC","CU","Curveball",3.2,8,"254",9.3,"72","0.338","0.631","0.451",27,20.8,15.2,"0.326","0.575","0.413",42
"Crow-Armstrong, Pete",691718,"CHC","SI","Sinker",0.7,2,"257",11.1,"72","0.262","0.492","0.358",21.8,12.5,17,"0.279","0.543","0.386",36.4
"Flores, Wilmer",527038,"SF","SL","Slider",-0.8,-3,"330",17.2,"72","0.197","0.352","0.253",34.3,30.6,19.1,"0.21","0.274","0.217",20.4
"Fortes, Nick",663743,"TB","FF","4-Seam Fastball",-1,-3,"289",31.6,"72","0.25","0.375","0.308",11.3,13.9,11.4,"0.198","0.32","0.264",40
"Kelly, Carson",608348,"CHC","SI","Sinker",0.2,1,"297",17.8,"72","0.311","0.459","0.402",7.3,4.2,5.2,"0.284","0.442","0.371",39.7
"Smith, Josh",669701,"TEX","SL","Slider",-0.5,-1,"270",11.8,"71","0.212","0.394","0.282",25.6,23.9,18.7,"0.216","0.357","0.27",32
"McKinstry, Zach",656716,"DET","SL","Slider",-0.8,-2,"261",12.8,"71","0.242","0.323","0.284",32.6,31,22.2,"0.194","0.269","0.245",21.4
"O'Neill, Tyler",641933,"BAL","FF","4-Seam Fastball",-1.6,-4,"259",31.5,"71","0.19","0.444","0.303",22.7,19.7,16.5,"0.265","0.7","0.426",48
"Kelly, Carson",608348,"CHC","SL","Slider",0.3,1,"266",16,"71","0.206","0.349","0.283",28.9,21.1,18.3,"0.182","0.285","0.242",32
"Duran, Jarren",680776,"BOS","SI","Sinker",-0.5,-1,"284",10.8,"71","0.27","0.429","0.344",17.9,14.1,17.9,"0.277","0.448","0.354",43.4
"Sosa, Edmundo",624641,"PHI","FF","4-Seam Fastball",-0.2,-1,"286",30.4,"71","0.29","0.468","0.343",21.6,19.7,17.3,"0.263","0.406","0.307",40.4
"Walker, Jordan",691023,"STL","SL","Slider",-1,-2,"255",16.5,"71","0.239","0.299","0.275",38.1,31,22.2,"0.211","0.333","0.259",51.1
"Ruiz, Keibert",660688,"WSH","FF","4-Seam Fastball",-1.4,-3,"245",27.6,"71","0.246","0.338","0.295",5.1,2.8,3.9,"0.273","0.389","0.311",29.7
"Raleigh, Cal",663728,"SEA","SL","Slider",0.3,1,"340",12,"71","0.231","0.523","0.359",40.3,39.4,26.7,"0.22","0.501","0.334",56.8
"Chisholm Jr., Jazz",665862,"NYY","CH","Changeup",1.6,5,"286",13.4,"71","0.29","0.371","0.358",38.1,22.5,17.8,"0.216","0.292","0.272",29.8
"Fraley, Jake",641584,"ATL","FF","4-Seam Fastball",-0.7,-2,"253",30.3,"71","0.246","0.333","0.341",12.3,12.7,13.4,"0.283","0.388","0.371",31.3
"Smith, Dominic",642086,"SF","FF","4-Seam Fastball",-0.3,-1,"292",34.4,"71","0.318","0.439","0.346",15.6,21.1,19.7,"0.222","0.311","0.253",44.2
"Grisham, Trent",663757,"NYY","SL","Slider",-0.5,-2,"350",14.6,"70","0.131","0.246","0.229",31.7,44.3,24.6,"0.137","0.212","0.221",26.7
"Langford, Wyatt",694671,"TEX","CH","Changeup",0.2,1,"303",13,"70","0.194","0.306","0.27",49.2,52.9,29.4,"0.164","0.225","0.228",44
"Sheets, Gavin",657757,"SD","SI","Sinker",-0.6,-2,"277",12.2,"70","0.306","0.419","0.35",11,8.6,12.2,"0.313","0.483","0.381",52.6
"Riley, Austin",663586,"ATL","SL","Slider",-2.4,-7,"287",16,"70","0.176","0.25","0.2",40.7,34.3,25,"0.196","0.34","0.24",45.5
"Judge, Aaron",592450,"NYY","CH","Changeup",3.7,11,"292",11.1,"70","0.273","0.582","0.431",41.2,24.3,18.9,"0.227","0.511","0.393",42.1
"Verdugo, Alex",657077,"ATL","FF","4-Seam Fastball",-0.9,-3,"304",34.5,"70","0.262","0.308","0.284",9.3,15.7,14.1,"0.242","0.312","0.273",40.7
"Happ, Ian",664023,"CHC","SI","Sinker",3.9,10,"253",9.3,"70","0.358","0.755","0.523",9.6,8.6,11.3,"0.342","0.643","0.485",53.2
"Thomas, Alek",677950,"AZ","SL","Slider",-1.8,-4,"245",14.6,"70","0.231","0.277","0.252",31.6,17.1,19,"0.254","0.355","0.289",33.3
"Soler, Jorge",624585,"LAA","SL","Slider",1.9,5,"281",21.8,"70","0.231","0.554","0.365",39.2,31.4,24.4,"0.19","0.452","0.297",41.9
"Pasquantino, Vinnie",686469,"KC","CU","Curveball",1.2,3,"250",9.7,"70","0.262","0.462","0.326",24.6,21.4,18.3,"0.302","0.579","0.385",56.9
"Donovan, Brendan",680977,"STL","SL","Slider",-0.9,-2,"248",12.9,"70","0.266","0.328","0.276",19.5,17.1,14.3,"0.27","0.397","0.305",43.6
"Kwan, Steven",680757,"CLE","CH","Changeup",0.7,2,"280",10.1,"70","0.254","0.373","0.29",13.1,10,6.4,"0.267","0.373","0.294",21.7
"Pasquantino, Vinnie",686469,"KC","SL","Slider",1,3,"333",12.9,"70","0.295","0.525","0.384",21.7,21.4,14,"0.281","0.461","0.356",42.6
"Seager, Corey",608369,"TEX","SL","Slider",3.5,10,"273",16.4,"69","0.313","0.701","0.432",34.6,27.5,25,"0.278","0.645","0.394",58.3
"Wood, James",695578,"WSH","CH","Changeup",-0.8,-3,"335",11.6,"69","0.164","0.295","0.233",36.3,34.8,21.8,"0.197","0.322","0.261",43.6
"Lowe, Josh",666139,"TB","SL","Slider",-3.1,-8,"248",13.6,"69","0.164","0.194","0.174",30.3,36.2,25.3,"0.172","0.241","0.193",31
"Sheets, Gavin",657757,"SD","CH","Changeup",0.9,3,"291",12.8,"69","0.222","0.381","0.305",29.7,15.9,12.9,"0.262","0.493","0.353",50
"Herrera, Jose",645444,"AZ","FF","4-Seam Fastball",0.2,1,"316",37,"69","0.229","0.438","0.353",11.4,11.6,10.3,"0.178","0.253","0.292",26.5
"Iglesias, Jose",578428,"SD","SI","Sinker",-1.3,-4,"277",20.2,"69","0.233","0.25","0.313",8.3,8.7,13.6,"0.241","0.275","0.282",29.1
"Hernández, Enrique",571771,"LAD","FF","4-Seam Fastball",-1.1,-3,"268",25.9,"69","0.186","0.322","0.271",26.3,29,24.7,"0.223","0.441","0.323",46.3
"Misner, Kameron",670224,"TB","FF","4-Seam Fastball",-0.3,-1,"267",29.1,"69","0.279","0.475","0.35",28.4,24.6,19.3,"0.229","0.408","0.304",43.5
"Turner, Trea",607208,"PHI","CU","Curveball",-1.6,-4,"261",10.8,"69","0.169","0.215","0.213",35.1,24.6,16,"0.21","0.298","0.247",27.1
"Lee, Jung Hoo",808982,"SF","SL","Slider",-0.2,0,"258",11,"69","0.194","0.306","0.277",17.2,10.1,6.7,"0.249","0.403","0.321",32.7
"Martin, Austin",668885,"MIN","FF","4-Seam Fastball",0.4,1,"246",32.8,"69","0.304","0.393","0.38",6.7,10.1,8.2,"0.317","0.502","0.416",59.2
"Bailey, Patrick",672275,"SF","CH","Changeup",-2,-5,"254",14.7,"68","0.2","0.262","0.207",36.6,26.5,22.8,"0.214","0.3","0.223",22.4
"Sheets, Gavin",657757,"SD","CU","Curveball",0.7,2,"289",12.7,"68","0.254","0.476","0.338",28,29.4,18.9,"0.247","0.409","0.31",51.2
"Rodríguez, Julio",677594,"SEA","ST","Sweeper",0.7,2,"265",10.6,"68","0.262","0.477","0.33",32.2,11.8,7.8,"0.285","0.555","0.37",36.8
"Larnach, Trevor",663616,"MIN","SL","Slider",0.4,1,"313",14.3,"68","0.295","0.377","0.339",45.9,35.3,26.7,"0.199","0.261","0.241",39.5
"Laureano, Ramón",657656,"SD","SL","Slider",1.9,6,"330",16.5,"68","0.339","0.629","0.435",35,25,16.8,"0.29","0.544","0.383",64.4
"Yelich, Christian",592885,"MIL","FC","Cutter",-0.2,0,"258",9.9,"68","0.263","0.439","0.365",25,10.3,12.5,"0.277","0.469","0.379",42
"Friedl, TJ",670770,"CIN","CH","Changeup",-0.7,-2,"251",9.5,"68","0.219","0.266","0.242",33,30.9,22.6,"0.206","0.266","0.235",20.9
"Díaz, Yandy",650490,"TB","FC","Cutter",-2.4,-7,"277",11,"68","0.183","0.217","0.238",14,10.3,13.2,"0.22","0.272","0.27",37.7
"White, Eli",642201,"ATL","FF","4-Seam Fastball",1.8,5,"277",27.7,"68","0.349","0.635","0.451",26.2,26.5,20.9,"0.262","0.499","0.35",53.3
"Kim, Ha-Seong",673490,"ATL","FF","4-Seam Fastball",-0.6,-2,"314",39.7,"68","0.183","0.333","0.266",15.8,23.5,18.6,"0.198","0.328","0.272",35.6
"Torkelson, Spencer",679529,"DET","CH","Changeup",2.1,6,"275",10.4,"68","0.25","0.65","0.413",34.8,27.9,17.8,"0.187","0.468","0.315",38.1
"Barger, Addison",680718,"TOR","SL","Slider",-0.2,0,"273",14,"68","0.266","0.438","0.324",38.5,29.4,23.5,"0.253","0.4","0.303",56.8
"Trout, Mike",545361,"LAA","SL","Slider",-1.3,-4,"330",13.3,"68","0.217","0.267","0.26",40.8,33.8,22.8,"0.255","0.448","0.343",42.1
"Soto, Juan",665742,"NYM","CH","Changeup",2.4,7,"284",9.6,"68","0.263","0.526","0.393",25.8,22.1,18.5,"0.317","0.601","0.438",47.6
"Nootbaar, Lars",663457,"STL","CH","Changeup",2.1,6,"272",11.5,"67","0.262","0.459","0.356",28.2,19.4,12.5,"0.23","0.41","0.31",39.6
"Soler, Jorge",624585,"LAA","FF","4-Seam Fastball",1,3,"277",21.5,"67","0.295","0.475","0.353",31.7,37.3,25.3,"0.241","0.458","0.321",43.2
"Greene, Riley",682985,"DET","SL","Slider",2.8,8,"295",10.9,"67","0.271","0.695","0.413",44.1,38.8,22.2,"0.257","0.652","0.397",57.1
"Arozarena, Randy",668227,"SEA","CH","Changeup",-0.9,-3,"264",9.2,"67","0.18","0.246","0.231",30.9,35.8,24,"0.179","0.254","0.234",37.8
"Rice, Ben",700250,"NYY","CH","Changeup",0.4,1,"276",13.5,"67","0.194","0.339","0.266",19,10.4,7.8,"0.309","0.499","0.372",45.5
"Rooker, Brent",667670,"ATH","CH","Changeup",1.2,3,"286",11.1,"66","0.264","0.434","0.378",42.3,16.7,15.1,"0.265","0.456","0.384",33.3
"Lee, Brooks",686797,"MIN","SL","Slider",-3.3,-9,"274",13.6,"66","0.111","0.143","0.155",34,25.8,20.5,"0.151","0.229","0.18",27.7
"Riley, Austin",663586,"ATL","SI","Sinker",1.4,4,"284",15.9,"66","0.361","0.607","0.424",20,16.7,18.3,"0.295","0.563","0.397",52.9
"Pham, Tommy",502054,"PIT","SL","Slider",0.2,1,"310",18.2,"66","0.259","0.448","0.352",33.3,27.3,18.9,"0.2","0.376","0.293",48.8
"Soler, Jorge",624585,"LAA","SI","Sinker",0.2,0,"258",20,"66","0.173","0.327","0.345",14.7,19.7,28.3,"0.231","0.394","0.357",50
"Hamilton, David",666152,"BOS","FF","4-Seam Fastball",-0.9,-2,"245",33,"66","0.262","0.443","0.326",13.8,19.7,22,"0.221","0.344","0.27",26.5
"Moore, Christian",695681,"LAA","FF","4-Seam Fastball",-0.5,-1,"298",38.3,"66","0.172","0.379","0.288",41.6,45.5,30.6,"0.174","0.373","0.286",46.4
"India, Jonathan",663697,"KC","SL","Slider",0.1,0,"332",14.1,"66","0.295","0.525","0.365",28.1,21.2,13.2,"0.276","0.441","0.325",31.3
"Burleson, Alec",676475,"STL","SL","Slider",3,8,"252",13,"66","0.316","0.596","0.445",22.2,19.7,15.5,"0.277","0.503","0.37",53.3
"Cronenworth, Jake",630105,"SD","SL","Slider",-0.8,-2,"244",11.2,"66","0.175","0.368","0.285",25.5,33.3,22.2,"0.166","0.327","0.255",37.8
"DeJong, Paul",657557,"WSH","FF","4-Seam Fastball",0.5,1,"251",30.7,"66","0.259","0.517","0.372",31.7,37.9,26.6,"0.191","0.423","0.31",63.6
"Call, Alex",669743,"LAD","SI","Sinker",0.3,1,"269",20.5,"65","0.269","0.385","0.362",11.8,12.3,14,"0.263","0.335","0.342",31.1
"Seager, Corey",608369,"TEX","SI","Sinker",0,0,"246",14.7,"65","0.309","0.364","0.359",14.2,16.9,19.6,"0.279","0.418","0.36",56.8
"Buxton, Byron",621439,"MIN","SL","Slider",1.6,5,"307",15.1,"65","0.242","0.532","0.346",46.3,33.8,20.8,"0.259","0.566","0.36",52.5
"Swanson, Dansby",621020,"CHC","CH","Changeup",-0.5,-1,"246",9.8,"65","0.153","0.288","0.265",33.1,32.3,23.6,"0.2","0.385","0.283",35.9
"Yastrzemski, Mike",573262,"KC","SI","Sinker",-0.4,-1,"263",11.4,"65","0.212","0.404","0.362",17.9,23.1,19.5,"0.215","0.367","0.338",51.4
"McMahon, Ryan",641857,"NYY","CH","Changeup",-0.1,0,"256",10.2,"65","0.186","0.356","0.273",38.4,38.5,28.4,"0.197","0.407","0.294",32.4
"Lee, Jung Hoo",808982,"SF","CU","Curveball",0,0,"256",10.9,"65","0.197","0.377","0.292",15.4,12.3,11,"0.26","0.363","0.29",25.9
"Wong, Connor",657136,"BOS","FF","4-Seam Fastball",-1.2,-3,"250",33.6,"65","0.217","0.3","0.275",15.4,20,15.1,"0.228","0.35","0.283",40.4
"Nimmo, Brandon",607043,"NYM","CU","Curveball",-0.1,0,"309",11.9,"65","0.226","0.323","0.273",26.5,27.7,16.4,"0.192","0.306","0.235",43.2
"Abrams, CJ",682928,"WSH","CU","Curveball",-1.7,-4,"247",10.6,"65","0.143","0.317","0.196",33.9,36.9,27.6,"0.173","0.282","0.2",37.5
"House, Brady",691781,"WSH","FF","4-Seam Fastball",-3,-7,"247",25.5,"65","0.2","0.233","0.209",28.1,30.8,24.1,"0.261","0.384","0.288",64.3
"Jeffers, Ryan",680777,"MIN","SL","Slider",0.2,0,"296",15.8,"65","0.228","0.368","0.31",33,20,14.6,"0.264","0.42","0.343",43.2
"Springer, George",543807,"TOR","CH","Changeup",1,3,"299",13,"64","0.217","0.435","0.362",24.8,23.4,15,"0.223","0.43","0.374",41.2
"Bart, Joey",663698,"PIT","SL","Slider",-2.9,-7,"253",18.8,"64","0.177","0.242","0.199",35.7,32.8,27.3,"0.178","0.324","0.227",43.9
"Bart, Joey",663698,"PIT","SI","Sinker",0.6,2,"267",19.9,"64","0.315","0.444","0.402",17,18.8,28.6,"0.241","0.446","0.354",50
"Bell, Josh",605137,"WSH","SI","Sinker",-1.4,-4,"270",12.8,"64","0.214","0.304","0.284",17,14.1,14.8,"0.228","0.375","0.311",46.8
"Bogaerts, Xander",593428,"SD","SL","Slider",2.3,7,"315",15,"64","0.315","0.556","0.44",32.8,18.8,12.8,"0.306","0.502","0.391",32.6
"Alvarez, Yordan",670541,"HOU","FF","4-Seam Fastball",-0.2,-1,"283",35.2,"64","0.259","0.333","0.296",10,12.5,9.5,"0.297","0.551","0.399",51
"Arias, Gabriel",672356,"CLE","SL","Slider",-1.3,-4,"296",16.5,"64","0.217","0.317","0.238",45,29.7,20.9,"0.205","0.336","0.25",46.5
"Perdomo, Geraldo",672695,"AZ","CU","Curveball",2,6,"314",10.4,"64","0.255","0.353","0.409",16.1,12.5,8.2,"0.297","0.349","0.368",13.6
"Alonso, Pete",624413,"NYM","CU","Curveball",0.2,1,"252",9,"64","0.193","0.316","0.273",35.4,34.4,25.6,"0.258","0.419","0.323",52.8
"Campbell, Kristian",692225,"BOS","FF","4-Seam Fastball",1.1,3,"258",24.1,"64","0.276","0.5","0.378",17.4,34.4,24.4,"0.227","0.384","0.3",58.3
"Conforto, Michael",624424,"LAD","SL","Slider",0.2,0,"267",13,"64","0.154","0.346","0.301",29.4,29.7,16.2,"0.184","0.371","0.322",32.4
"Kurtz, Nick",701762,"ATH","CH","Changeup",0.8,2,"255",13.1,"64","0.267","0.55","0.365",44.3,39.1,31.3,"0.263","0.576","0.372",51.4
"Taveras, Leody",665750,"SEA","FF","4-Seam Fastball",-2.4,-7,"282",40.7,"64","0.234","0.328","0.245",26.1,34.4,24.7,"0.169","0.318","0.205",38.1
"Jansen, Danny",643376,"MIL","SI","Sinker",-0.3,-1,"250",18.6,"64","0.25","0.429","0.341",15,17.2,23.9,"0.266","0.407","0.339",42.2
"Narváez, Carlos",665966,"BOS","SL","Slider",0.3,1,"254",13.9,"63","0.263","0.456","0.333",37.8,27,20.2,"0.242","0.444","0.324",43.9
"Flores, Wilmer",527038,"SF","SI","Sinker",0.2,1,"275",14.3,"63","0.328","0.466","0.387",8.4,6.3,5.9,"0.289","0.445","0.343",37
"Vaughn, Andrew",683734,"MIL","SL","Slider",0.8,2,"296",17.2,"63","0.283","0.567","0.375",32.3,22.2,16.5,"0.301","0.597","0.393",54.3
"Marsh, Brandon",669016,"PHI","SL","Slider",-0.2,-1,"271",16.4,"63","0.254","0.339","0.276",27.3,33.3,20.6,"0.256","0.356","0.283",30.8
"Mullins, Cedric",656775,"NYM","SL","Slider",-1.1,-3,"284",13.5,"63","0.153","0.288","0.233",26.4,27,15,"0.218","0.332","0.264",35.7
"O'Hearn, Ryan",656811,"SD","CH","Changeup",-0.6,-2,"260",12,"63","0.217","0.283","0.242",27,23.8,18.1,"0.226","0.309","0.253",44.4
"Muncy, Max",571970,"LAD","SL","Slider",-1.7,-4,"246",14.9,"63","0.158","0.246","0.224",33,38.1,31.2,"0.187","0.359","0.275",57.6
"Schanuel, Nolan",694384,"LAA","CH","Changeup",-0.6,-2,"245",11.4,"63","0.177","0.242","0.206",19.1,14.3,11.4,"0.177","0.212","0.178",13.2
"Butler, Lawrence",671732,"ATH","SL","Slider",0.4,1,"316",12.6,"63","0.241","0.463","0.354",38,27,17.7,"0.21","0.424","0.328",48.6
"Soto, Juan",665742,"NYM","CU","Curveball",2.6,8,"298",10,"63","0.167","0.417","0.368",25,23.8,16.1,"0.268","0.634","0.465",61.8
"Schneemann, Daniel",682177,"CLE","CH","Changeup",-1.9,-5,"258",15.5,"63","0.102","0.136","0.17",37.9,33.3,28.4,"0.166","0.259","0.215",34.2
"Carroll, Corbin",682998,"AZ","CU","Curveball",3,8,"248",9.9,"63","0.288","0.712","0.456",25,27,19.1,"0.3","0.672","0.437",47.6
"Busch, Michael",683737,"CHC","SI","Sinker",-1.3,-4,"282",12.1,"63","0.2","0.327","0.306",15.2,15.9,12.5,"0.239","0.438","0.341",31.1
"Raleigh, Cal",663728,"SEA","CU","Curveball",1.4,4,"290",10.2,"62","0.222","0.481","0.347",46.9,35.5,26.2,"0.166","0.403","0.296",43.8
