"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Higashioka, Kyle",543309,"TEX","FF","4-Seam Fastball",-0.8,-3,"356",27.9,"92","0.264","0.425","0.33",9.9,17.4,16.2,"0.257","0.432","0.307",43.1
"Mayo, Coby",691723,"BAL","FF","4-Seam Fastball",-1.5,-5,"312",27.6,"92","0.167","0.295","0.273",19.6,21.7,20.8,"0.176","0.306","0.281",32.8
"Holliday, Jackson",702616,"BAL","CH","Changeup",-0.5,-2,"323",13.2,"92","0.241","0.345","0.278",26.1,23.9,20.6,"0.248","0.37","0.289",36.9
"Anthony, Roman",701350,"BOS","FF","4-Seam Fastball",3.3,12,"375",29.2,"92","0.387","0.693","0.506",16.9,16.3,16.9,"0.35","0.712","0.496",68.9
"Crawford, J.P.",641487,"SEA","SL","Slider",-0.1,0,"330",12.1,"92","0.25","0.333","0.321",23.8,22.8,18.3,"0.281","0.417","0.338",43.8
"Espinal, Santiago",669289,"CIN","FF","4-Seam Fastball",-2.7,-12,"434",33.3,"92","0.198","0.233","0.216",14.4,10.9,8.6,"0.233","0.289","0.249",27.3
"Hays, Austin",669720,"CIN","FF","4-Seam Fastball",1.4,5,"342",22,"92","0.337","0.723","0.461",20,21.7,20,"0.237","0.534","0.351",50
"Butler, Lawrence",671732,"ATH","SI","Sinker",1.2,4,"315",12.5,"91","0.318","0.553","0.402",18.6,23.1,31.3,"0.259","0.423","0.318",50
"Reynolds, Bryan",668804,"PIT","CH","Changeup",-0.5,-2,"416",15.8,"91","0.247","0.318","0.277",30.9,9.9,8.3,"0.248","0.337","0.282",27.6
"Cruz, Oneil",665833,"PIT","SI","Sinker",0.8,2,"306",13.7,"91","0.289","0.434","0.388",21,23.1,29.6,"0.221","0.347","0.312",50
"Taylor, Tyrone",621438,"NYM","FF","4-Seam Fastball",-0.9,-3,"371",29.8,"91","0.272","0.37","0.317",12,18.7,18.5,"0.253","0.33","0.292",27.3
"Perez, Salvador",521692,"KC","SL","Slider",-1.2,-4,"383",16.9,"90","0.225","0.427","0.28",33.6,20,12.7,"0.262","0.529","0.337",49.3
"Semien, Marcus",543760,"TEX","SL","Slider",-0.6,-2,"362",17.4,"90","0.192","0.346","0.268",35.1,26.7,23.5,"0.212","0.369","0.294",36.8
"Rengifo, Luis",650859,"LAA","SL","Slider",-2,-6,"306",15.2,"90","0.181","0.277","0.247",21.3,21.1,18.6,"0.229","0.387","0.296",28.1
"Urías, Luis",649966,"ATH","FF","4-Seam Fastball",0.3,1,"344",26.4,"90","0.28","0.39","0.339",10.1,15.6,13.1,"0.239","0.363","0.297",32.4
"Stott, Bryson",681082,"PHI","SI","Sinker",-2.2,-8,"356",14.4,"90","0.211","0.237","0.256",10.7,7.8,9.9,"0.239","0.359","0.305",26.4
"Arias, Gabriel",672356,"CLE","SI","Sinker",-1,-3,"308",17.2,"90","0.273","0.338","0.323",28,13.3,20,"0.261","0.418","0.343",34.8
"Young, Jacob",696285,"WSH","SI","Sinker",0.5,1,"270",19.8,"90","0.367","0.456","0.403",5,8.9,16.3,"0.301","0.375","0.332",41.9
"Laureano, Ramón",657656,"SD","SI","Sinker",0.7,2,"321",16.1,"90","0.354","0.561","0.423",11.9,12.2,18.3,"0.312","0.546","0.386",44.4
"Ohtani, Shohei",660271,"LAD","SL","Slider",2.9,12,"406",14.2,"89","0.316","0.684","0.471",42.3,24.7,17.6,"0.279","0.664","0.432",56.4
"Shaw, Matt",807713,"CHC","SI","Sinker",-1.7,-6,"358",20.8,"89","0.213","0.267","0.31",12.8,12.4,16.9,"0.268","0.347","0.327",26.2
"Bohm, Alec",664761,"PHI","SL","Slider",-0.7,-2,"315",17.5,"89","0.232","0.317","0.296",28.3,24.7,21.4,"0.234","0.353","0.288",36.1
"Winn, Masyn",691026,"STL","SI","Sinker",-0.2,-1,"344",15.2,"89","0.296","0.457","0.358",13.2,14.6,18.1,"0.266","0.386","0.318",38.2
"Nimmo, Brandon",607043,"NYM","SI","Sinker",0.3,1,"352",13.5,"89","0.325","0.463","0.375",13.6,14.6,16,"0.318","0.477","0.374",52.9
"Kurtz, Nick",701762,"ATH","SI","Sinker",2.6,8,"325",16.6,"89","0.367","0.646","0.472",26.2,22.5,33.3,"0.292","0.541","0.392",49.2
"Ortiz, Joey",687401,"MIL","SL","Slider",-1.3,-4,"308",16.5,"89","0.207","0.244","0.247",22.8,14.6,12.6,"0.272","0.334","0.294",28.6
"Schanuel, Nolan",694384,"LAA","SI","Sinker",0.8,3,"330",15.3,"89","0.299","0.468","0.416",7.1,12.4,14.9,"0.27","0.446","0.354",29.9
"Robert Jr., Luis",673357,"CWS","FF","4-Seam Fastball",0.4,1,"359",23.6,"89","0.25","0.447","0.35",27.1,28.1,21.2,"0.231","0.479","0.341",49.1
"O'Hoppe, Logan",681351,"LAA","SI","Sinker",-1.8,-6,"309",17.6,"89","0.293","0.378","0.326",19.4,19.1,27.9,"0.262","0.374","0.307",46.2
"Gurriel Jr., Lourdes",666971,"AZ","SL","Slider",-0.5,-2,"348",17.5,"89","0.232","0.378","0.306",33.1,25.8,21.7,"0.228","0.348","0.282",40.7
"Stanton, Giancarlo",519317,"NYY","FF","4-Seam Fastball",3,11,"363",29.9,"88","0.278","0.696","0.434",39.2,40.9,35,"0.232","0.565","0.369",55.8
"Ohtani, Shohei",660271,"LAD","CU","Curveball",3.5,11,"311",10.9,"88","0.3","0.571","0.437",42.4,34.1,25,"0.255","0.528","0.404",47.5
"Díaz, Yandy",650490,"TB","SL","Slider",1.3,4,"337",13.4,"88","0.3","0.487","0.391",18.4,10.2,10,"0.293","0.474","0.361",60.6
"Simpson, Chandler",802415,"TB","SI","Sinker",-2.4,-7,"289",19.1,"88","0.262","0.298","0.279",5.8,4.5,8.5,"0.254","0.284","0.258",18.8
"McKinstry, Zach",656716,"DET","SI","Sinker",0.7,2,"273",13.4,"88","0.284","0.432","0.372",13.8,11.4,17.2,"0.256","0.32","0.324",27.7
"Pagés, Pedro",686780,"STL","FF","4-Seam Fastball",-1.8,-8,"438",29.5,"88","0.232","0.305","0.261",18.1,21.6,14.3,"0.233","0.358","0.277",46.9
"Smith, Cam",701358,"HOU","SL","Slider",-2.3,-8,"361",17.8,"88","0.145","0.217","0.186",37.1,36.4,26.7,"0.161","0.262","0.21",35.3
"Trout, Mike",545361,"LAA","SI","Sinker",0.2,1,"317",12.8,"88","0.276","0.474","0.372",8,19.3,26.6,"0.303","0.524","0.398",52.5
"Chapman, Matt",656305,"SF","SL","Slider",1.3,5,"366",16.6,"88","0.241","0.544","0.365",30.8,26.1,18,"0.256","0.506","0.365",52.6
"Wilson, Jacob",805779,"ATH","SL","Slider",3.7,11,"286",16.5,"88","0.357","0.607","0.433",11.9,4.5,6.1,"0.321","0.462","0.349",22.2
"Larnach, Trevor",663616,"MIN","SI","Sinker",0.2,1,"316",14.4,"88","0.312","0.416","0.378",14.4,17,21.7,"0.24","0.342","0.307",50.8
"Gonzales, Nick",693304,"PIT","SI","Sinker",-1.3,-4,"280",19.9,"88","0.277","0.41","0.319",13.5,8,14.9,"0.259","0.344","0.285",47.4
"Castellanos, Nick",592206,"PHI","SI","Sinker",0.5,1,"268",12.4,"88","0.317","0.463","0.37",10.5,9.1,14.8,"0.333","0.498","0.376",34.7
"Abrams, CJ",682928,"WSH","SL","Slider",-0.5,-2,"369",15.9,"88","0.229","0.41","0.295",34,26.1,19.5,"0.222","0.374","0.28",35
"Adell, Jo",666176,"LAA","SL","Slider",2.2,9,"396",17.8,"87","0.277","0.687","0.412",39.4,25.3,15.8,"0.295","0.661","0.411",55.7
"Harper, Bryce",547180,"PHI","SI","Sinker",-1.3,-4,"284",13.1,"87","0.254","0.338","0.35",14.4,10.3,15,"0.284","0.41","0.373",51.6
"Greene, Riley",682985,"DET","CH","Changeup",0.4,1,"345",12.7,"87","0.265","0.458","0.326",37.4,27.6,20.5,"0.211","0.419","0.284",47.5
"Norby, Connor",681393,"MIA","FF","4-Seam Fastball",-0.7,-2,"338",27.1,"87","0.212","0.35","0.298",28.3,28.7,23.8,"0.239","0.404","0.307",41.8
"Pasquantino, Vinnie",686469,"KC","SI","Sinker",1,3,"289",11.2,"87","0.304","0.494","0.381",10,9.2,13.3,"0.267","0.412","0.325",50
"Lindor, Francisco",596019,"NYM","SI","Sinker",1.3,4,"300",10.2,"87","0.359","0.538","0.412",15.6,11.5,18.2,"0.353","0.585","0.424",49.3
"Kepler, Max",596146,"PHI","SL","Slider",-0.3,-1,"284",15.6,"87","0.187","0.387","0.296",30.9,23,21.3,"0.212","0.359","0.298",41.1
"García Jr., Luis",671277,"WSH","SI","Sinker",-1.3,-4,"274",14.9,"87","0.253","0.43","0.306",12.6,9.2,16,"0.265","0.437","0.318",50
"Lindor, Francisco",596019,"NYM","SL","Slider",0.7,2,"283",9.6,"87","0.274","0.438","0.358",23.8,20.7,17.6,"0.258","0.424","0.35",42.1
"Wagaman, Eric",676572,"MIA","SL","Slider",0.3,1,"331",16.9,"87","0.253","0.38","0.322",36.6,23,19.4,"0.245","0.361","0.3",42.4
"Kiner-Falefa, Isiah",643396,"TOR","SL","Slider",-0.4,-1,"269",16.5,"87","0.262","0.333","0.293",16,8,9.5,"0.268","0.328","0.261",23.8
"Correa, Carlos",621043,"HOU","SL","Slider",0.2,1,"387",16.7,"87","0.265","0.398","0.319",40.9,25.3,17.1,"0.281","0.434","0.325",41
"Sosa, Lenyn",672820,"CWS","SL","Slider",0.1,0,"332",16.1,"86","0.241","0.398","0.299",31.7,24.4,19.8,"0.23","0.377","0.274",32.3
"Lee, Brooks",686797,"MIN","CH","Changeup",-2.1,-7,"325",16.2,"86","0.19","0.226","0.196",30.2,15.1,13,"0.248","0.314","0.255",22.5
"McCutchen, Andrew",457705,"PIT","SL","Slider",0.4,2,"433",19.1,"86","0.233","0.384","0.33",38,27.9,17.1,"0.249","0.4","0.341",32.7
"Canzone, Dominic",686527,"SEA","FF","4-Seam Fastball",0.7,2,"299",29.1,"86","0.282","0.462","0.351",19,23.3,19.4,"0.293","0.562","0.385",57.6
"Lee, Jung Hoo",808982,"SF","SI","Sinker",-0.5,-2,"336",14.3,"86","0.308","0.449","0.353",12.1,9.3,10.8,"0.268","0.354","0.304",39.4
"Yoshida, Masataka",807799,"BOS","FF","4-Seam Fastball",1.3,4,"267",37.3,"86","0.338","0.494","0.408",5.8,7,10.3,"0.317","0.445","0.369",48.6
"Robert Jr., Luis",673357,"CWS","SL","Slider",-0.6,-2,"267",17.5,"86","0.203","0.342","0.284",39.5,31.4,30,"0.231","0.435","0.316",34.6
"Santander, Anthony",623993,"TOR","FF","4-Seam Fastball",-2.2,-9,"384",41.1,"86","0.145","0.211","0.209",26.9,33.7,25.4,"0.158","0.232","0.228",47.9
"Hernández, Heriberto",681715,"MIA","FF","4-Seam Fastball",0,0,"322",28.3,"86","0.247","0.411","0.347",33.5,25.6,22.2,"0.232","0.449","0.341",50
"Lowe, Brandon",664040,"TB","CH","Changeup",1.7,5,"277",13,"86","0.301","0.614","0.399",32.4,18.6,19.5,"0.289","0.534","0.353",36.8
"De La Cruz, Elly",682829,"CIN","SL","Slider",-0.5,-1,"323",12.1,"85","0.275","0.388","0.304",31.3,28.2,23.3,"0.241","0.332","0.27",47.4
"Montgomery, Colson",695657,"CWS","FF","4-Seam Fastball",0.4,2,"371",34.3,"85","0.229","0.514","0.381",25.1,28.2,21.6,"0.198","0.39","0.321",42.6
"Crews, Dylan",686611,"WSH","FF","4-Seam Fastball",-0.6,-2,"322",28,"85","0.164","0.397","0.309",31.1,25.9,26.8,"0.202","0.411","0.32",45.1
"Reynolds, Bryan",668804,"PIT","CU","Curveball",-1.6,-5,"328",12.5,"85","0.159","0.256","0.207",40.7,41.2,31.3,"0.178","0.272","0.211",31.9
"Manzardo, Kyle",700932,"CLE","CH","Changeup",-0.2,-1,"305",15.1,"85","0.222","0.42","0.292",31.3,22.4,19.8,"0.213","0.371","0.269",37.1
"Hays, Austin",669720,"CIN","SL","Slider",-0.7,-2,"328",21.1,"85","0.224","0.342","0.276",45.3,31.8,27.8,"0.175","0.319","0.245",37.3
"Meyers, Jake",676694,"HOU","SI","Sinker",-0.9,-2,"253",18.9,"85","0.333","0.395","0.342",8.7,14.1,31.6,"0.275","0.385","0.302",50
"Soderstrom, Tyler",691016,"ATH","SL","Slider",1.2,4,"320",14.4,"85","0.253","0.481","0.353",29.1,24.7,21.2,"0.26","0.496","0.346",36.2
"Walker, Christian",572233,"HOU","SL","Slider",0,0,"376",15,"85","0.222","0.432","0.307",40.6,29.4,19.8,"0.259","0.501","0.339",46.4
"Burger, Jake",669394,"TEX","SI","Sinker",-0.2,0,"246",18.6,"85","0.269","0.462","0.355",10.4,11.8,20,"0.316","0.546","0.394",55.9
"Lowe, Brandon",664040,"TB","SL","Slider",-2.2,-7,"329",15.4,"85","0.173","0.272","0.22",41.8,32.9,25,"0.191","0.33","0.241",44.4
"Nootbaar, Lars",663457,"STL","SL","Slider",-0.2,-1,"353",15,"84","0.173","0.347","0.254",37.1,31,24.5,"0.194","0.334","0.261",54.9
"Martínez, Angel",682657,"CLE","CH","Changeup",0.6,2,"261",14.5,"84","0.256","0.427","0.297",19.6,10.7,10.6,"0.241","0.333","0.253",18.9
"Trevino, Jose",624431,"CIN","FF","4-Seam Fastball",-3,-10,"336",31.6,"84","0.218","0.308","0.256",11.4,11.9,14.1,"0.248","0.422","0.298",50
"Shaw, Matt",807713,"CHC","SL","Slider",0.3,1,"325",18.9,"84","0.256","0.397","0.311",30.3,23.8,17.9,"0.225","0.346","0.278",25.9
"Arraez, Luis",650333,"SD","SL","Slider",-1,-3,"294",11.9,"84","0.26","0.338","0.283",8.6,3.6,3.2,"0.267","0.348","0.286",7.8
"Gurriel Jr., Lourdes",666971,"AZ","SI","Sinker",0.5,2,"294",14.7,"84","0.304","0.506","0.37",4.4,1.2,1.7,"0.354","0.573","0.409",46.8
"Pagés, Pedro",686780,"STL","SI","Sinker",-0.6,-2,"305",20.5,"84","0.253","0.36","0.328",12.3,9.5,16.3,"0.246","0.382","0.315",32.8
"García, Adolis",666969,"TEX","SI","Sinker",-1.1,-4,"371",17.3,"84","0.273","0.442","0.333",19,8.3,12.3,"0.298","0.543","0.381",56.9
"García Jr., Luis",671277,"WSH","CU","Curveball",-0.4,-1,"245",13.3,"84","0.235","0.37","0.289",23.8,16.7,16.3,"0.261","0.439","0.31",39.7
"Holliday, Jackson",702616,"BAL","SL","Slider",1.9,6,"294",12.1,"83","0.299","0.61","0.404",32,22.9,17.3,"0.251","0.453","0.327",43.1
"Manzardo, Kyle",700932,"CLE","SI","Sinker",-1.1,-3,"254",12.6,"83","0.181","0.361","0.29",14.7,16.9,32.6,"0.228","0.344","0.305",37.9
"Cronenworth, Jake",630105,"SD","SI","Sinker",0.2,1,"316",14.5,"83","0.262","0.323","0.354",8.5,16.9,18.2,"0.297","0.385","0.381",42.3
"Rice, Ben",700250,"NYY","SI","Sinker",3.2,9,"276",13.5,"83","0.357","0.629","0.446",15.4,14.5,20.3,"0.357","0.629","0.47",61.7
"O'Hearn, Ryan",656811,"SD","SI","Sinker",1.6,4,"277",12.8,"83","0.373","0.463","0.431",11.5,10.8,12.5,"0.347","0.444","0.412",41.4
"Rojas, Josh",668942,"CWS","FF","4-Seam Fastball",-1.7,-5,"303",38,"83","0.2","0.343","0.291",23.3,28.9,28.6,"0.198","0.328","0.287",45.8
"Meidroth, Chase",805367,"CWS","SL","Slider",-1.2,-4,"314",15.3,"83","0.227","0.253","0.246",25.4,19.3,14.5,"0.247","0.303","0.276",26.2
"Tucker, Kyle",663656,"CHC","SL","Slider",-0.3,-1,"329",14.3,"83","0.24","0.4","0.307",26.7,20.5,17,"0.239","0.365","0.295",23.7
"Ramírez, José",608070,"CLE","SL","Slider",-0.9,-3,"299",11.2,"82","0.224","0.421","0.307",16.9,12.2,10.2,"0.264","0.425","0.323",31.8
"Carpenter, Kerry",681481,"DET","CH","Changeup",1,3,"276",15.9,"82","0.259","0.457","0.332",24.7,18.3,19.5,"0.238","0.418","0.285",31.8
"Chisholm Jr., Jazz",665862,"NYY","SI","Sinker",0.4,1,"289",13.5,"82","0.257","0.568","0.393",16.2,23.2,28.8,"0.268","0.523","0.362",42.9
"Harper, Bryce",547180,"PHI","CU","Curveball",-0.3,-1,"312",14.4,"82","0.253","0.347","0.281",41.5,29.3,20.5,"0.232","0.342","0.278",43.4
"Volpe, Anthony",683011,"NYY","SI","Sinker",-0.4,-2,"414",17.3,"82","0.297","0.514","0.359",23.5,19.5,22.2,"0.308","0.518","0.366",41
"Bell, Josh",605137,"WSH","CH","Changeup",-0.9,-3,"354",16.8,"82","0.182","0.286","0.232",36.4,22,17.5,"0.243","0.399","0.299",30.5
"Tucker, Kyle",663656,"CHC","SI","Sinker",1.3,4,"291",12.6,"82","0.329","0.514","0.404",9.2,3.7,5.6,"0.336","0.568","0.424",48.5
"Lux, Gavin",666158,"CIN","SL","Slider",-1.7,-5,"297",14.5,"82","0.216","0.257","0.257",33.1,29.3,22.6,"0.196","0.246","0.241",32
"Dingler, Dillon",693307,"DET","SI","Sinker",1.4,4,"308",17.2,"82","0.365","0.581","0.438",13.6,14.6,18.5,"0.332","0.564","0.411",46
"Lindor, Francisco",596019,"NYM","CU","Curveball",-0.1,-1,"378",12.9,"82","0.192","0.329","0.274",28.9,26.8,15.8,"0.174","0.291","0.254",32.7
"Refsnyder, Rob",608701,"BOS","FF","4-Seam Fastball",-0.5,-2,"289",32.6,"82","0.261","0.435","0.352",23.6,26.8,19.1,"0.263","0.501","0.374",66.7
"Smith, Josh",669701,"TEX","CH","Changeup",-0.4,-1,"276",12.1,"82","0.182","0.338","0.259",19.8,12.2,11,"0.228","0.316","0.264",22.4
"Andujar, Miguel",609280,"CIN","FF","4-Seam Fastball",1.9,5,"261",21.5,"81","0.319","0.5","0.394",9.3,7.4,7.7,"0.273","0.494","0.359",43.3
"Sheets, Gavin",657757,"SD","SL","Slider",-1.2,-4,"363",15.9,"81","0.187","0.28","0.221",27.5,23.5,15.4,"0.247","0.363","0.286",36.2
"Machado, Manny",592518,"SD","CH","Changeup",0,0,"256",9.7,"81","0.247","0.403","0.299",30.8,19.8,17.8,"0.28","0.575","0.376",52.5
"Adams, Riley",656180,"WSH","FF","4-Seam Fastball",0,0,"330",28.4,"81","0.187","0.373","0.27",39.1,54.3,33.6,"0.142","0.288","0.219",45.2
"Olson, Matt",621566,"ATL","CU","Curveball",1.3,4,"333",10.5,"81","0.235","0.574","0.385",27.5,25.9,17.1,"0.258","0.663","0.425",54.2
"Bader, Harrison",664056,"PHI","SI","Sinker",3,9,"294",15.1,"81","0.446","0.622","0.497",4.6,3.7,5.8,"0.337","0.538","0.402",45.1
"Mead, Curtis",678554,"CWS","FF","4-Seam Fastball",-0.8,-2,"301",29.8,"81","0.261","0.333","0.325",16.4,14.8,12.6,"0.252","0.39","0.338",36.8
"Chisholm Jr., Jazz",665862,"NYY","SL","Slider",-0.4,-1,"311",14.5,"81","0.157","0.329","0.272",45.1,35.8,29.6,"0.179","0.365","0.294",29.3
"Vaughn, Andrew",683734,"MIL","SI","Sinker",-2.2,-6,"286",16.6,"81","0.197","0.303","0.248",21.3,12.3,23.3,"0.257","0.42","0.317",46.3
"Devers, Rafael",646240,"SF","SL","Slider",1.7,5,"314",10.3,"81","0.25","0.515","0.389",30.3,27.2,16.9,"0.227","0.46","0.359",48.9
"Ramírez, José",608070,"CLE","SI","Sinker",2,6,"279",10.5,"81","0.26","0.616","0.409",7.3,4.9,8,"0.257","0.483","0.35",43.5
"Cruz, Oneil",665833,"PIT","SL","Slider",-1.4,-5,"357",16,"81","0.135","0.297","0.226",43.1,37,23.8,"0.2","0.46","0.31",56.8
"Bregman, Alex",608324,"BOS","SL","Slider",0,0,"321",16.5,"81","0.209","0.358","0.323",28.5,19.8,16.8,"0.218","0.352","0.32",36.5
"Gonzalez, Romy",663853,"BOS","FF","4-Seam Fastball",-0.4,-2,"350",28.3,"81","0.267","0.48","0.344",22.6,30.9,22.9,"0.282","0.596","0.392",72
"Torrens, Luis",620443,"NYM","FF","4-Seam Fastball",-1.8,-6,"321",30.1,"81","0.205","0.315","0.277",13.7,21,19.5,"0.258","0.469","0.341",56.1
"Bader, Harrison",664056,"PHI","SL","Slider",0.6,2,"340",17.5,"80","0.239","0.549","0.353",38.9,31.3,24.3,"0.201","0.452","0.304",29.2
"Bellinger, Cody",641355,"NYY","SL","Slider",-0.2,-1,"365",14.1,"80","0.195","0.416","0.256",24.7,18.8,13.2,"0.224","0.427","0.282",39.7
"d'Arnaud, Travis",518595,"LAA","FF","4-Seam Fastball",-1.4,-4,"266",30.5,"80","0.194","0.333","0.264",24.4,35,31.5,"0.195","0.423","0.302",44.4
"Henderson, Gunnar",683002,"BAL","SL","Slider",-0.4,-1,"342",13.7,"80","0.257","0.432","0.316",30.4,25,20.8,"0.269","0.402","0.319",43.6
"Gonzales, Nick",693304,"PIT","SL","Slider",-1.7,-5,"263",18.7,"80","0.253","0.267","0.276",33.3,20,21.1,"0.244","0.321","0.269",31.7
"O'Hearn, Ryan",656811,"SD","SL","Slider",0,0,"316",14.6,"80","0.261","0.391","0.331",36.1,31.3,21,"0.214","0.36","0.299",35.6
"Harris II, Michael",671739,"ATL","CH","Changeup",-0.9,-2,"253",11.6,"80","0.237","0.362","0.274",26.2,16.3,17.6,"0.268","0.408","0.291",23.9
"Andujar, Miguel",609280,"CIN","SI","Sinker",1,3,"263",21.7,"80","0.342","0.461","0.372",2.9,8.8,15.2,"0.287","0.381","0.311",40.6
"Jung, Josh",673962,"TEX","SL","Slider",0.2,1,"318",16.5,"80","0.253","0.36","0.306",28.8,23.8,20.9,"0.246","0.367","0.299",32.1
"Cruz, Oneil",665833,"PIT","CU","Curveball",-1,-3,"346",15.5,"79","0.143","0.257","0.215",46.4,44.3,28,"0.156","0.345","0.254",51.4
"Robert Jr., Luis",673357,"CWS","SI","Sinker",-1.3,-4,"309",20.3,"79","0.224","0.254","0.313",14.2,8.9,13.2,"0.298","0.414","0.368",45
"Durbin, Caleb",702332,"MIL","SL","Slider",1.4,4,"304",16.5,"79","0.29","0.391","0.355",25,17.7,16.3,"0.303","0.417","0.357",25
"Albies, Ozzie",645277,"ATL","CU","Curveball",-1.9,-7,"343",14.3,"79","0.12","0.2","0.173",21.2,19,14.9,"0.172","0.22","0.206",15
"Tovar, Ezequiel",678662,"COL","SL","Slider",-0.9,-2,"261",17.8,"79","0.253","0.44","0.313",37.4,30.4,24,"0.247","0.421","0.291",34
"Stephenson, Tyler",663886,"CIN","SI","Sinker",2.4,7,"282",20.4,"79","0.353","0.603","0.44",12.7,21.5,25,"0.299","0.524","0.393",57.7
"Tellez, Rowdy",642133,"TEX","FF","4-Seam Fastball",2.3,8,"349",27.2,"79","0.314","0.686","0.432",22,24.1,19.2,"0.275","0.646","0.414",56.6
"Moncada, Yoán",660162,"LAA","FF","4-Seam Fastball",1.2,4,"318",28.2,"79","0.295","0.574","0.434",21.7,20.3,18.4,"0.25","0.493","0.396",45.7
"Burger, Jake",669394,"TEX","FF","4-Seam Fastball",-2.1,-7,"317",23.9,"79","0.173","0.36","0.251",28.6,32.9,24.1,"0.225","0.529","0.324",54
"Lowe, Brandon",664040,"TB","SI","Sinker",0.8,2,"265",12.4,"79","0.296","0.577","0.384",21,16.5,27.1,"0.328","0.657","0.432",58.3
"Friedl, TJ",670770,"CIN","SL","Slider",2,6,"311",11.8,"79","0.328","0.507","0.394",30.3,25.3,21.1,"0.242","0.363","0.316",42.9
"Marte, Noelvi",682622,"CIN","FF","4-Seam Fastball",0.2,1,"294",23.2,"79","0.233","0.425","0.326",31.4,27.8,28.2,"0.257","0.486","0.344",37.3
"Scott II, Victor",687363,"STL","SI","Sinker",-1,-3,"267",15.7,"79","0.226","0.242","0.306",16,16.5,22,"0.268","0.329","0.337",26.4
"Dingler, Dillon",693307,"DET","SL","Slider",-0.4,-1,"244",13.6,"78","0.295","0.397","0.302",23.3,15.4,15.2,"0.305","0.438","0.32",37.9
"Mullins, Cedric",656775,"NYM","SI","Sinker",-1,-3,"313",14.9,"78","0.215","0.369","0.31",13.1,21.8,21.8,"0.236","0.383","0.329",34
"Goodman, Hunter",696100,"COL","SI","Sinker",0.5,2,"313",14.6,"78","0.333","0.597","0.41",14,9,17.1,"0.306","0.513","0.367",48.5
"Vázquez, Christian",543877,"MIN","FF","4-Seam Fastball",-2.1,-6,"295",35.4,"78","0.164","0.209","0.254",18.6,23.1,20,"0.179","0.261","0.253",24
"Smith, Josh",669701,"TEX","SI","Sinker",0.9,3,"301",13.2,"78","0.308","0.446","0.385",14.3,12.8,14.5,"0.301","0.404","0.368",35.7
"Smith, Will",669257,"LAD","SL","Slider",3.5,11,"318",16.5,"78","0.355","0.565","0.449",24.6,16.7,14.4,"0.27","0.508","0.396",36
"Schwarber, Kyle",656941,"PHI","CU","Curveball",0.4,1,"339",11.1,"78","0.13","0.348","0.255",41.4,46.2,28.8,"0.159","0.348","0.267",48.5
"Arenado, Nolan",571448,"STL","SI","Sinker",-1.6,-5,"298",18.8,"78","0.243","0.324","0.266",4.8,5.1,8.2,"0.298","0.412","0.32",47.9
"McMahon, Ryan",641857,"NYY","SL","Slider",-1.1,-3,"319",12.8,"78","0.159","0.362","0.276",53.1,46.2,31.9,"0.189","0.379","0.283",52.9
"Devers, Rafael",646240,"SF","CH","Changeup",-1.8,-6,"303",9.9,"78","0.169","0.211","0.215",37.7,28.2,24.4,"0.215","0.349","0.282",51
"Alexander, Blaze",677942,"AZ","FF","4-Seam Fastball",0.7,2,"361",34.7,"77","0.175","0.476","0.345",35.6,42.9,23.2,"0.183","0.449","0.337",54.8
"Crow-Armstrong, Pete",691718,"CHC","CU","Curveball",3.4,9,"258",11.2,"77","0.324","0.716","0.432",29.7,28.6,26.5,"0.257","0.514","0.326",38.9
"Schwarber, Kyle",656941,"PHI","CH","Changeup",1.3,4,"289",9.5,"77","0.224","0.507","0.356",32.3,24.7,21.6,"0.255","0.576","0.393",52.1
"De La Cruz, Elly",682829,"CIN","CU","Curveball",-0.6,-2,"324",12.1,"77","0.197","0.366","0.275",33.3,39,25.6,"0.2","0.363","0.274",41.5
"Happ, Ian",664023,"CHC","SL","Slider",-2.6,-7,"283",10.4,"77","0.135","0.324","0.21",33.8,35.1,26.7,"0.167","0.38","0.245",25.5
"Alvarez, Francisco",682626,"NYM","FF","4-Seam Fastball",2.5,7,"296",26.4,"77","0.343","0.627","0.449",31.3,27.3,19.6,"0.269","0.617","0.411",73.9
"Tatis Jr., Fernando",665487,"SD","CH","Changeup",-1.7,-5,"289",11,"77","0.119","0.179","0.214",44.8,27.3,22.8,"0.208","0.369","0.303",50
"Kwan, Steven",680757,"CLE","SL","Slider",-1.9,-6,"328",11.8,"77","0.2","0.253","0.203",17,16.9,12.3,"0.248","0.322","0.251",27
"Hedges, Austin",595978,"CLE","FF","4-Seam Fastball",-3.7,-9,"250",35.9,"77","0.106","0.167","0.185",19.9,15.6,16.7,"0.164","0.24","0.234",32.1
"Freeman, Tyler",671289,"COL","SL","Slider",-1.3,-4,"285",17.3,"77","0.174","0.232","0.216",28.6,23.4,16.2,"0.223","0.291","0.264",34
"Vargas, Miguel",678246,"CWS","SL","Slider",1.1,4,"353",15.2,"77","0.278","0.444","0.334",27.1,28.6,18.5,"0.233","0.335","0.277",37.3
"Bauers, Jake",641343,"MIL","FF","4-Seam Fastball",0.5,2,"295",33,"77","0.258","0.455","0.355",20.8,20.8,19.5,"0.258","0.529","0.383",49
